,building_id,district_id,vdcmun_id,ward_id,count_floors_pre_eq,count_floors_post_eq,age_building,plinth_area_sq_ft,height_ft_pre_eq,height_ft_post_eq,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,condition_post_eq,damage_grade,technical_solution_proposed,superstructure,floors_change,height_change
634279,312005020471,31,3104,310405,2,3,1,1050,18,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
634555,312005030211,31,3104,310405,2,4,4,1240,18,18,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-2,0
634697,312005031501,31,3104,310405,1,2,7,960,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
634761,312005032091,31,3104,310405,1,2,10,1180,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
634847,312005040291,31,3104,310405,1,2,22,288,9,18,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Mud,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,-9
634878,312005040571,31,3104,310405,1,2,13,390,9,18,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
635039,312005042121,31,3104,310405,2,3,10,340,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
635117,312005042821,31,3104,310405,1,2,8,420,9,17,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-8
635119,312005042841,31,3104,310405,1,2,22,550,9,17,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-8
635156,312005050221,31,3104,310405,1,2,2,560,18,18,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,0
635168,312005050331,31,3104,310405,1,2,13,1010,9,18,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
635584,312005060961,31,3104,310405,2,5,14,750,18,18,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-3,0
635770,312005071101,31,3104,310405,1,2,18,1000,10,20,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,-10
635925,312005080361,31,3104,310405,1,3,1,810,10,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_stone,-2,-20
636005,312005081141,31,3104,310405,2,3,13,1020,20,30,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
636042,312005081501,31,3104,310405,1,2,1,1600,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
636113,312005082211,31,3104,310405,1,2,3,1100,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
636127,312005082341,31,3104,310405,2,4,1,5000,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Multi-projected,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-2,-20
636171,312005090141,31,3104,310405,1,2,1,800,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
636181,312005090241,31,3104,310405,1,2,5,800,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
636193,312005090331,31,3104,310405,1,2,8,900,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
636216,312005090561,31,3104,310405,1,2,1,1000,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
636281,312005091211,31,3104,310405,1,2,1,1200,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
636355,312005091901,31,3104,310405,1,2,1,1000,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
636361,312005091942,31,3104,310405,1,2,1,800,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
636431,312005092621,31,3104,310405,2,3,11,1250,20,30,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_stone_flag,-1,-10
636446,312005092761,31,3104,310405,1,2,1,1200,20,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,0
636522,312005100361,31,3104,310405,1,2,19,850,10,50,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-40
636542,312005100551,31,3104,310405,1,2,1,950,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
636574,312005100861,31,3104,310405,1,2,7,950,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
637203,312006032002,31,3104,310406,2,3,27,450,23,23,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Brick/Stone,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_brick,-1,0
637509,312006042041,31,3104,310406,2,3,3,755,20,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
637789,312006060311,31,3104,310406,1,2,16,500,10,10,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,0
637820,312006060601,31,3104,310406,1,2,25,280,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,-10
638171,312007020551,31,3104,310407,1,2,25,800,22,22,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,0
638883,312007051471,31,3104,310407,1,2,40,600,11,11,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
639219,312008012681,31,3104,310408,1,2,12,800,10,17,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-7
639443,312008021821,31,3104,310408,1,2,15,850,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
640793,312009010221,31,3104,310409,1,2,1,1367,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_brick,-1,-9
640860,312009010751,31,3104,310409,1,2,12,550,16,16,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,RC,Not applicable,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_timber,-1,0
641650,312009070071,31,3104,310409,1,2,35,600,10,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-8
641757,312009071011,31,3104,310409,1,2,12,750,10,18,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-8
642468,312009130561,31,3104,310409,1,2,15,900,18,18,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
643294,312010070022,31,3104,310410,1,2,12,1420,10,20,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
643359,312010070661,31,3104,310410,1,2,17,1093,20,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
643497,312010100051,31,3104,310410,1,2,4,1093,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
643545,312010100511,31,3104,310410,2,3,6,2900,20,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-10
644504,312011050161,31,3104,310411,1,2,6,1458,9,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
644516,312011050261,31,3104,310411,1,2,7,1823,10,20,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_engineered,-1,-10
644536,312011050461,31,3104,310411,2,3,17,1276,20,30,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
644611,312011051131,31,3104,310411,1,2,6,1824,10,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,L-shape,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-10
644657,312011051551,31,3104,310411,1,2,1,1824,10,20,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-10
644814,312011060751,31,3104,310411,1,2,13,684,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
645073,312011070091,31,3104,310411,1,7,3,200,7,7,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Timber,Timber-Planck,Attached-2 side,Square,Not damaged,Grade 1,No need,has_superstructure_timber,-6,0
646254,312105001891,31,3104,310418,2,3,2,240,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,0
646616,312107000821,31,3104,310418,2,3,4,310,22,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
646629,312107000931,31,3104,310418,2,3,13,380,24,24,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,0
647170,312109000121,31,3104,310418,1,9,5,571,9,9,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_rc_engineered,-8,0
647209,312109000431,31,3104,310418,1,2,7,641,18,18,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
647430,312201000481,31,3103,310308,1,2,100,570,9,9,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
647781,312208000012,31,3103,310308,1,3,1,729,9,27,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Square,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-18
648570,312308000431,31,3106,310604,1,2,17,379,7,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,-9
650288,312501000261,31,3110,311009,2,3,10,352,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
652668,312802001821,31,3107,310701,2,3,15,312,12,13,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,-1
652719,312803010141,31,3107,310702,1,2,5,322,10,10,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
653809,312805001371,31,3107,310703,1,2,14,155,18,18,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
654587,312808002921,31,3107,310704,1,2,2,330,20,20,Moderate slope,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
655335,312902011821,31,3108,310806,1,2,6,1003,11,22,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-11
655975,312902031591,31,3108,310806,1,2,5,174,8,16,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,-8
656012,312902031941,31,3108,310806,1,2,9,375,16,16,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
656741,312903013711,31,3108,310807,1,2,17,600,9,18,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,-9
658790,312907002541,31,3108,310809,2,3,25,200,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-1,0
658910,312907003711,31,3108,310809,2,3,8,246,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-1,0
658961,312907004201,31,3108,310809,2,5,25,246,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-3,0
659106,312907020922,31,3108,310809,2,3,1,750,20,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,-10
659398,312908001811,31,3108,310809,1,7,4,420,7,7,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-6,0
660488,313104000181,31,3105,310501,2,3,14,400,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
660892,313108000091,31,3105,310501,2,3,45,384,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
661061,313201000711,31,3103,310309,1,2,0,294,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
662768,313301000291,31,3103,310304,2,3,60,280,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
662777,313301000391,31,3103,310304,2,5,20,540,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
662779,313301000411,31,3103,310304,2,5,60,384,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
662790,313301000521,31,3103,310304,2,5,12,450,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
662815,313301000761,31,3103,310304,2,4,20,360,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-2,0
662916,313302000921,31,3103,310303,2,5,8,390,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_adobe_mud,-3,0
662921,313302000962,31,3103,310303,2,5,10,336,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
662955,313302001251,31,3103,310303,2,5,50,375,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
663285,313305000591,31,3103,310303,1,2,18,385,14,14,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-1,0
663753,313401010761,31,3104,310413,1,2,3,350,7,7,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
663928,313401012491,31,3104,310413,1,2,10,1500,10,20,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
664690,313402000661,31,3104,310413,1,2,2,400,14,14,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
665372,313404002281,31,3104,310412,1,2,4,1200,9,18,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
665458,313404003021,31,3104,310412,1,2,9,1400,9,18,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_rc_engineered,-1,-9
666437,313406000841,31,3104,310413,1,2,12,400,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Brick/Stone,Timber-Planck,Not attached,Square,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
667727,313409002141,31,3104,310412,2,5,9,525,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_mud_mortar_stone,-3,0
670932,313608011811,31,3101,310103,2,5,9,336,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-3,0
671028,313609000291,31,3101,310103,1,2,15,596,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_timber,-1,0
675349,313909000081,31,3102,310208,1,2,2,150,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
676157,314003010361,31,3102,310204,1,2,9,312,7,14,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Timber,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_timber,-1,-7
677630,314004031741,31,3102,310207,1,2,10,300,7,7,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Not applicable,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_timber,-1,0
677658,314004032031,31,3102,310207,1,2,1,275,7,7,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_timber,-1,0
678929,314008000291,31,3102,310205,1,2,13,842,15,15,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
679159,314008002321,31,3102,310205,2,5,17,365,15,15,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_timber,-3,0
